ISO3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
SWE,Sweden,#VALUE!,#VALUE!,0.291,0.294,0.313,0.320,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328
CHE,Switzerland,#VALUE!,#VALUE!,0.178,0.185,0.183,0.182,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186
SYR,Syrian Arab Republic,#VALUE!,#VALUE!,0.122,0.126,0.163,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182
TJK,Tajikistan,#VALUE!,#VALUE!,0.117,0.139,0.142,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150
TZA,"Tanzania, United Republic of",#VALUE!,#VALUE!,0.926,0.916,0.898,0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.903
THA,Thailand,#VALUE!,#VALUE!,0.822,0.853,0.829,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838
TLS,TimorLeste,#VALUE!,#VALUE!,0.200,0.206,0.207,0.215,0.215,0.215,0.215,0.215,0.215,0.215,0.215,0.215,0.215,0.215,0.215
TGO,Togo,#VALUE!,#VALUE!,0.065,0.071,0.085,0.097,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105
TON,Tonga,#VALUE!,#VALUE!,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TTO,Trinidad and Tobago,#VALUE!,#VALUE!,0.261,0.265,0.272,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296
TUN,Tunisia,#VALUE!,#VALUE!,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TUR,Turkey,#VALUE!,#VALUE!,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TKM,Turkmenistan,#VALUE!,#VALUE!,0.109,0.160,0.155,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194
TUV,Tuvalu,#VALUE!,#VALUE!,0.226,0.227,0.232,0.247,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263
UGA,Uganda,#VALUE!,#VALUE!,0.522,0.508,0.516,0.502,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510
UKR,Ukraine,#VALUE!,#VALUE!,0.370,0.378,0.386,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401
ARE,United Arab Emirates,#VALUE!,#VALUE!,0.078,0.101,0.110,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117
GBR,United Kingdom,#VALUE!,#VALUE!,0.096,0.092,0.089,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093
USA,United States,#VALUE!,#VALUE!,0.239,0.235,0.240,0.239,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251
URY,Uruguay,#VALUE!,#VALUE!,0.444,0.429,0.435,0.458,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490
UZB,Uzbekistan,#VALUE!,#VALUE!,0.104,0.100,0.113,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117
VUT,Vanuatu,#VALUE!,#VALUE!,0.991,0.996,1.000,0.967,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975
VEN,"Venezuela, Bolivarian Republic of",#VALUE!,#VALUE!,0.778,0.773,0.756,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753
VNM,Viet Nam,#VALUE!,#VALUE!,0.421,0.411,0.418,0.417,0.421,0.421,0.421,0.421,0.421,0.421,0.421,0.421,0.421,0.421,0.421
YEM,Yemen,#VALUE!,#VALUE!,0.083,0.105,0.110,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126
ZMB,Zambia,#VALUE!,#VALUE!,0.183,0.181,0.179,0.178,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186
ZWE,Zimbabwe,#VALUE!,#VALUE!,0.418,0.403,0.411,0.450,0.445,0.445,0.445,0.445,0.445,0.445,0.445,0.445,0.445,0.445,0.445
