ISO3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
AFG,Afghanistan,0.346680691,0.423155291,0.417642977,0.412267808,0.40702429,0.401908707,0.421857142,0.416456003,0.411187076,0.406046513,0.401027707,0.421474262,0.416172709,0.410999092,0.40594797,0.401016328,
ALB,Albania,1,1,1,1,1,1,13.34609654,5.821097995,4.187543799,3.836635486,4.04588189,4.956681569,5.516873355,6.027203554,6.129433346,5.897925092,
DZA,Algeria,0.729443415,0.977476844,1.061193434,1.12193944,1.134248131,1.107550784,1.3192685,1.281338992,1.243945908,1.211534242,1.183859253,1.044724743,1.021583346,1.008087139,1.006590819,1.014399501,
AND,Andorra,-0.090208826,-0.33305991,1,1,1,-0.271173713,-0.169965245,-0.116808561,-0.102742915,-0.11026372,-0.136899952,-0.218591063,-0.29434353,-0.384359291,-0.422898307,-0.399528497,
AGO,Angola,1.040781179,0.793808482,0.817146737,0.805819156,0.75148147,0.68195262,0.613966651,0.572382118,0.551239005,0.551479911,0.565969198,0.524065826,0.538158185,0.547976622,0.550187873,0.547015546,
ATG,Antigua and Barbuda,-0.333220198,-0.417689997,-0.418628824,-0.43529529,-0.46953888,-0.521885477,-0.485522618,-0.561114017,-0.638820768,-0.704960885,-0.750763205,-0.400589408,-0.429346538,-0.453415394,-0.473103341,-0.48733279,
ARG,Argentina,0.30068657,0.268987795,0.274010265,0.281704234,0.293321746,0.308237399,0.278373096,0.293087823,0.304706251,0.310568422,0.311673546,0.239700669,0.240229805,0.240427342,0.240680381,0.241076822,
ARM,Armenia,1,1,1,1,1,1,1,1,1,-2.229326437,-1.376089565,-0.290039053,-0.260590338,-0.230798419,-0.192583425,-0.160370859,
AUS,Australia,0.12888999,0.179413074,0.207256734,0.230038386,0.208895462,0.194115564,0.172861097,0.190515819,0.188004746,0.199646195,0.174971643,0.132702618,0.131323174,0.112184289,0.10649522,0.148628265,
AUT,Austria,0.069486798,-8.97278E-12,2.62265E-11,9.14483E-12,2.54969E-11,-1.45487E-11,0.58216342,0.451961604,0.455445526,0.356813551,0.32422348,0.558144463,0.709762708,0.632238661,0.806857005,0.9341643,
AZE,Azerbaijan,-0.511749885,-0.311566231,-0.324953938,-0.335826139,-0.364202723,-0.384920913,0.50265862,0.520140672,0.510344509,0.440692577,0.375283848,0.350993062,0.338769042,0.182224728,0.183602848,0.319165524,
