ISO3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
AFG,Afghanistan,,,,,,,,,,,,,,,,,
ISR,Israel,#VALUE!,#VALUE!,1.927527987,2.504728085,2.496584674,2.473601565,2.429927535,2.37414241,1.419984876,1.404983782,1.402669853,1.418428149,1.447944911,1.504284131,1.537960502,1.561869702,
ITA,Italy,#VALUE!,#VALUE!,0.806930527,0.933802696,0.667768919,0.650770029,0.673145055,0.728308883,0.740148656,0.801956641,0.851547921,0.870670596,0.864731207,0.336475442,0.337853002,0.340379762,
JAM,Jamaica,#VALUE!,#VALUE!,-0.109312162,-0.105204889,-0.105455124,-0.105706576,-0.105959548,-0.106213837,-0.103242836,-0.103453911,-0.10366637,-0.103879548,-0.104093913,-0.064781681,-0.064857309,-0.064933118,
JPN,Japan,#VALUE!,#VALUE!,0.679821272,0.527825747,0.412385548,0.394312312,0.36234652,0.302916793,0.27186886,0.254660227,0.262880321,0.231028518,0.189426124,0.19653484,0.208148597,0.296661875,
JOR,Jordan,#VALUE!,#VALUE!,0.041845343,0.028338492,0.029656194,0.03237514,0.029053673,0.027978533,0.029295522,0.034261756,0.038192655,0.038984586,0.039062178,0.037691554,0.037490541,0.037455509,
KAZ,Kazakhstan,#VALUE!,#VALUE!,36.88417958,3.188697218,1.692333578,3.108919979,5.313416971,1.971063875,1.765680963,0.344310032,0.139326227,0.110046492,0.146557069,0.328336212,0.254329014,0.242835139,
KEN,Kenya,#VALUE!,#VALUE!,0.572827434,0.394085677,0.491365619,0.524772395,0.682865956,0.793201232,0.138594851,0.168743668,0.262161999,0.174004895,0.176098354,-0.02814781,-0.028286171,-0.031658305,
KIR,Kiribati,#VALUE!,#VALUE!,0.45497552,0.632457606,0.617725461,0.63963763,0.85069252,0.928217419,8.406155057,7.797317288,8.322235804,51.97635512,183.085287,1,90.50056151,1,
PRK,"Korea, Democratic People's Republic of",#VALUE!,#VALUE!,0.485607552,0.120409351,0.119968346,0.119491533,0.202964262,0.146728715,0.138628518,0.140988299,0.137702283,0.140625667,0.148783102,0.139050144,0.142347047,0.145063996,
KOR,"Korea, Republic of",#VALUE!,#VALUE!,1,1,1,1,1,1,1,-88.33990799,-1.087317802,-0.528308071,-0.41453469,-0.341698299,-0.317100115,-0.298791821,
KWT,Kuwait,#VALUE!,#VALUE!,0.577715539,0.641988492,0.658989349,0.666169986,0.65954752,0.643753951,0.684014349,0.666192969,0.652445233,0.644222437,0.639202783,0.675410775,0.668178754,0.6559947,
KGZ,Kyrgyzstan,#VALUE!,#VALUE!,0.567553856,2.325444652,2.105419615,1.934284914,1.816495216,1.735042321,0.151775812,0.148656396,0.148051494,0.151024281,0.156398272,0.070495687,0.073327506,0.075405447,
LAO,Lao People's Democratic Republic,#VALUE!,#VALUE!,0.155270819,0.109058881,0.123115155,0.13729274,0.147965439,0.154821866,0.160534588,0.168900556,0.179038741,0.192551353,0.209556859,0.236091006,0.256586292,0.275961031,
LVA,Latvia,#VALUE!,#VALUE!,0.790397422,0.369867511,0.374671637,0.485002823,0.491209611,0.416339744,0.584190518,0.771043606,0.862981509,1.136354135,2.063309301,0.803579404,0.832745525,0.537287275,
LBN,Lebanon,#VALUE!,#VALUE!,#VALUE!,1.064561556,0.004456778,0.002770039,0.002643922,0.003103353,0.003920352,0.004624228,0.005028496,0.004698633,0.00407784,0.003494555,0.003295792,0.003288741,
LSO,Lesotho,#VALUE!,#VALUE!,-0.783978027,-0.391841985,-0.39996133,-0.38249854,-0.397174929,-0.498465401,-0.004777263,-0.004938606,-0.004323878,-0.003746412,-0.004019773,0.007380061,0.008319446,0.008348261,
LBR,Liberia,#VALUE!,#VALUE!,0.913524262,2.217235105,2.24062891,2.272634226,2.307707771,2.34307948,2.805498696,2.847685804,2.845802252,2.777994028,2.667124567,2.695894238,2.583078337,2.500849537,
LBY,Libyan Arab Jamahiriya,#VALUE!,#VALUE!,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
LIE,Liechtenstein,#VALUE!,#VALUE!,0.139792494,0.127716814,0.169836139,0.21367643,0.220327919,0.19526812,0.082502238,0.077351326,0.077038106,0.083579542,0.097540396,0.118234006,0.143572762,0.168837117,
LTU,Lithuania,#VALUE!,#VALUE!,1.934875266,1.826376526,1.733857373,1.721808384,1.818437843,2.024093955,2.562574384,2.962520913,3.297951029,3.351944513,3.159309503,3.166808809,2.989405349,2.834385658,
LUX,Luxembourg,#VALUE!,#VALUE!,0.300856911,0.156951315,0.115219434,0.106668689,0.120213843,0.157569803,0.243058594,0.400858441,0.555616685,0.418646512,0.261911895,0.187453542,0.156048756,0.14677696,
MDG,Madagascar,#VALUE!,#VALUE!,0.038398737,0.049746351,0.05017719,0.050055516,0.04932233,0.048241935,0.072639039,0.07188066,0.070584781,0.068696011,0.066903258,0.08543717,0.083572705,0.087063049,
MWI,Malawi,#VALUE!,#VALUE!,-0.42331625,-1.330788931,-1.387815948,-1.436141568,-1.478544958,-1.510594573,-0.452729132,-0.459269474,-0.475623869,-0.511682434,-0.563596824,-0.448634553,-0.500965552,-0.53846567,
MYS,Malaysia,#VALUE!,#VALUE!,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
MDV,Maldives,#VALUE!,#VALUE!,0.335027005,0.152107836,0.164828462,0.165762294,0.152346645,0.152773385,0.035297403,0.040091571,0.034549624,0.029526597,0.027417,0.187663056,0.193241087,0.166462403,
MLI,Mali,#VALUE!,#VALUE!,0.562108014,0.326072019,0.320549146,0.316817508,0.315056671,0.314622122,0.401559396,0.400375891,0.398895455,0.396834848,0.394448776,0.718203976,0.707838186,0.698452346,
MLT,Malta,#VALUE!,#VALUE!,2.299532712,1.071358444,0.808600319,0.689911597,0.658841054,0.672513279,0.229385174,0.231605302,0.230164251,0.223429629,0.213903329,0.225987538,0.218637105,0.212159264,
MHL,Marshall Islands,#VALUE!,#VALUE!,0.849476003,0.89048936,0.879504505,0.871525683,0.867401311,0.867038633,0.771515902,0.774156547,0.78630952,0.8114462,0.846990134,0.706144016,0.741995009,0.768198993,
MRT,Mauritania,#VALUE!,#VALUE!,-0.070985551,0.766410977,0.801234461,0.833299596,0.858944825,0.878926367,2.582968144,2.562775235,2.544152614,2.529056912,2.514272808,2.585020647,2.565414431,2.528845052,
MUS,Mauritius,#VALUE!,#VALUE!,0.646869775,0.737161368,0.715081983,0.68976965,0.659775734,0.628929922,0.707543857,0.67941606,0.657133204,0.640729281,0.628489547,0.651781392,0.640755194,0.631460714,
MEX,Mexico,#VALUE!,#VALUE!,0.18418807,0.514685029,0.456635147,0.512212355,0.634821736,0.585587912,0.091645751,0.369360474,0.417502107,0.407744224,0.427943223,0.344905565,0.337058335,0.308484722,
FSM,"Micronesia, Federated States of",#VALUE!,#VALUE!,0.576311518,0.65652214,0.813617291,1.075925983,1.669373285,3.841866617,1,1,1,1,3.457243057,1.349216763,0.842514996,0.594980028,
