ISO3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
CYP,Cyprus,0.428790241,0.444476515,0.460605841,0.46911906,0.477498249,0.484563518,0.51134388,0.545732816,0.597490215,0.634262341,0.642222952,0.66750324,0.694587039,0.732721141,0.762231805,0.761872528,0.750656907,0.738823573
CZE,Czech Republic,0.420475265,0.427293767,0.44194514,0.451761179,0.469022676,0.517458377,0.579473914,0.638022008,0.660294743,0.685009097,0.715288805,0.722571108,0.754097763,0.778256169,0.813519138,0.827754532,0.833308227,0.845974894
DNK,Denmark,0.697865997,0.726244146,0.743313662,0.772932452,0.811472626,0.841812761,0.877614382,0.914061447,0.945722509,0.963369664,0.96290465,0.965599599,0.966794865,0.962719158,0.949854046,0.9455001,0.947923494,0.946256827
DJI,Djibouti,0.203180543,0.203212153,0.206634366,0.209826914,0.208977345,0.208149788,0.211145881,0.215736977,0.2208093,0.227650971,0.226001294,0.231896935,0.246886447,0.261253312,0.259043281,0.28614417,0.277493902,0.274160568
DMA,Dominica,0.502972814,0.504771751,0.499254028,0.493739255,0.492439677,0.492139503,0.523283053,0.546325985,0.588773758,0.654711961,0.697217642,0.74659032,0.742988845,0.738311871,0.73264978,0.725753421,0.716276936,0.733526936
DOM,Dominican Republic,0.338746693,0.339335002,0.340973424,0.351392627,0.360169506,0.370223218,0.388270796,0.403158211,0.42379247,0.43096235,0.446412424,0.47408182,0.48881969,0.516528342,0.539633323,0.535557847,0.54180761,0.536640943
ECU,Ecuador,0.286207468,0.286920722,0.284307947,0.29113534,0.300446693,0.309068949,0.321612554,0.338678446,0.358842459,0.385356577,0.424835532,0.448313646,0.47607056,0.495299608,0.512189842,0.511852541,0.515388027,0.527054694
EGY,Egypt,0.413175405,0.41317504,0.410941634,0.408610105,0.410154139,0.41073317,0.414369464,0.418568961,0.420116524,0.431819704,0.45248196,0.445384763,0.476412362,0.505108914,0.533541609,0.563873984,0.543676098,0.526342764
SLV,El Salvador,0.319915296,0.316972427,0.325632379,0.33680856,0.34757591,0.349719984,0.356536077,0.367673312,0.382480837,0.412547893,0.424818226,0.457421824,0.508530194,0.506029227,0.497051248,0.495128242,0.510804409,0.505304409
GNQ,Equatorial Guinea,0.183628084,0.183652785,0.174459718,0.165168873,0.169947399,0.176177037,0.176717238,0.179383329,0.18484463,0.184391,0.19561909,0.205976318,0.219080704,0.226692441,0.228711661,0.275794651,0.280526289,0.279359623
ERI,Eritrea,0.269019566,0.268654756,0.273534191,0.278413626,0.271284562,0.26331607,0.267262443,0.269693485,0.261442653,0.249217275,0.241085878,0.227073382,0.219855861,0.221053187,0.216076979,0.22091577,0.20477801,0.190444677
