ISO3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,
GAB,Gabon,#VALUE!,#VALUE!,0.27,0.27,0.266,0.262,0.26,0.262,0.276,0.278,0.28,0.280000005,0.280000001,0.279999994,0.28,0.291499995,0.303,0.28
GMB,Gambia,#VALUE!,#VALUE!,2.932,2.932,2.932,2.694,2.654,2.711950045,2.769900005,2.827849965,2.8858,2.920499921,2.955200136,2.989900053,3.024599969,3.059300184,3.094,3.094
GEO,Georgia,#VALUE!,#VALUE!,13.32,13.52,13.72,13.72,13.92,14.12,14.12,14.12,14.12,14.58666651,15.05333321,15.52,22.158,25.20799896,29.766,29.766
DEU,Germany,#VALUE!,#VALUE!,14.4,14.4,14.6,14.6,14.6,14.6,14.6,14.6,14.8,14.734,14.77700043,14.82,15.51850021,15.087,11.14350033,7.2
GHA,Ghana,#VALUE!,#VALUE!,5.595,5.595666687,5.596333365,5.596999983,5.597666661,5.598333339,5.599000017,5.599666636,5.600333313,5.601,5.601,5.601,5.601,5.601,5.601,5.601
GRC,Greece,#VALUE!,#VALUE!,1.39,1.39,1.39,1.414999999,1.440000005,1.464999996,1.490000002,1.515000008,1.54,1.447800085,1.355600014,1.263400048,1.171200037,1.079,0.86150004,0.644
GRD,Grenada,#VALUE!,#VALUE!,13.614,12.944,14.414,14.114,11.566,13.492,12.62,11.844,12.208,12.58200005,12.9560006,13.33,12.966,12.89100003,12.81600046,12.741
GTM,Guatemala,#VALUE!,#VALUE!,14.21,14.21,14.21,14.41,14.41,14.61,14.61,14.61,14.81,14.83666683,14.86333347,14.871,16.37150041,17.882,18.31899977,18.756
GIN,Guinea,#VALUE!,#VALUE!,1.044,1.044,1.053333325,1.062666668,1.07200001,1.081333337,1.090666665,1.1,1.16000001,1.22,1.213750035,1.207499981,1.201250017,1.195,1.216,1.216
GNB,GuineaBissau,#VALUE!,#VALUE!,11.4,11.4,11.6,11.8,12,12.2,12.4,12.70000038,12.99999962,13.29999981,13.6,14.176,14.96099973,15.746,14.15750003,12.569
GUY,Guyana,#VALUE!,#VALUE!,5.28,5.129999976,4.98,5.9312,5.949959993,5.968719959,5.987479925,6.006239891,6.025,5.734333158,5.443666339,5.153,5.153,5.153,5.153,5.153
HTI,Haiti,#VALUE!,#VALUE!,6.25,6.082999992,5.916,5.882999945,5.85,5.856399941,5.862799931,5.86919992,5.875599909,5.882000017,5.888400006,5.894799995,5.901199985,5.907599974,5.914,5.914
HND,Honduras,#VALUE!,#VALUE!,0.77,0.755599985,0.741199995,0.726799989,0.712399999,0.698,0.705999995,0.713999996,0.721999997,0.73,0.243,0.243000004,0.243000004,0.243000004,0.243000004,0.243
HUN,Hungary,#VALUE!,#VALUE!,1.032,1.032,1.020499986,1.008999985,0.997499985,0.985999984,0.974499983,0.962999982,0.951499981,0.94,0.865250006,0.790499955,0.715749979,0.641,0.725,0.641
ISL,Iceland,#VALUE!,#VALUE!,2.95,2.801000037,2.652,2.851333299,3.050666609,3.25,3.020899951,2.791799963,2.562699974,2.333600044,2.104499936,1.875399947,1.646299958,1.417199969,1.18809998,0.959
IND,India,#VALUE!,#VALUE!,0.427,0.486999995,0.546999998,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607
IDN,Indonesia,#VALUE!,#VALUE!,2.62,2.801999993,2.984,2.809333391,2.634666629,2.46,2.333199978,2.206399977,2.079600096,1.952800035,1.826,1.826,1.826,1.826,1.826,1.826
IRN,"Iran, Islamic Republic of",#VALUE!,#VALUE!,15.15,15.15,15.15,15.35,15.35,15.41666641,15.48333349,15.55,15.55,15.44333353,15.33666649,15.23,14.773,12.524,12.87800026,13.232
IRQ,Iraq,#VALUE!,#VALUE!,16.14,16.34,16.74,16.74,16.94,16.94,17.14,17.34,17.34,17.372,19.11100006,20.84999947,22.5989995,24.348,23.8465004,23.345
IRL,Ireland,#VALUE!,#VALUE!,2.296,2.296,2.296,2.296,2.325000067,2.353999991,2.383000035,2.412000079,2.441000004,2.47,2.498,2.421666503,2.345333219,2.269000002,2.293999992,2.294
ISR,Israel,#VALUE!,#VALUE!,1.144,1.144,1.144,1.144,1.144,1.144,1.122666664,1.101333327,1.08,1.385249972,1.690500021,1.99574996,2.617,2.616999865,2.616999865,2.617
ITA,Italy,#VALUE!,#VALUE!,3.11,3.11,3.309000049,3.508,3.308333311,3.108666692,2.909000072,2.709333334,2.509666595,2.31,3.19,3.189999938,3.189999938,3.189999938,3.189999938,3.19
JAM,Jamaica,#VALUE!,#VALUE!,2.42,2.42,2.42,2.42,2.415333338,2.410666652,2.406,2.482666678,2.559333272,2.636,2.64,2.372499943,2.105,2.268000007,2.430999994,2.594
JPN,Japan,#VALUE!,#VALUE!,23.65,23.65,23.65,23.85,24.05,23.85,24.25,24.25,24.65,25.022,25.17599983,25.33,21.919,22.10366671,22.06033278,22.017
JOR,Jordan,#VALUE!,#VALUE!,13.692,13.752,13.806,13.77,14.05,13.752,14.04,13.95000002,13.86,13.75999996,13.66000006,13.56,13.416,13.1043334,12.79266691,12.481
KAZ,Kazakhstan,#VALUE!,#VALUE!,14.732,15.132,14.932,15.132,15.332,15.332,15.732,15.732,15.132,15.338,14.83499988,14.332,13.2135005,12.09500006,9.554500011,7.262
KEN,Kenya,#VALUE!,#VALUE!,2.79,4.452,4.452,4.26833334,4.084666634,3.901000166,3.71733346,3.533666754,3.35,3.062799931,2.775600076,2.488399982,2.201199949,1.914,1.914,1.914
KIR,Kiribati,#VALUE!,#VALUE!,13.07,13.07,13.16999981,13.27,13.26999995,13.27,13.3700001,13.47,13.58999989,13.71,10.98950005,8.269,8.34800005,8.427000126,8.427000046,8.427
PRK,"Korea, Democratic People's Republic of",#VALUE!,#VALUE!,6.55,6.55,6.55,6.744999866,6.940000038,7.134999971,7.33,7.316666584,7.303333263,7.29,7.95,8.100000004,8.518499872,8.734000206,8.949499846,9.165
KOR,"Korea, Republic of",#VALUE!,#VALUE!,14.91,14.918,14.242,14.696,14.042,14.224,14.244,14.864,14.718,14.84,15.04,15.4,15.584,15.4529995,16.07499979,16.474
KWT,Kuwait,#VALUE!,#VALUE!,1.444,1.446285717,1.448571436,1.450857155,1.453142844,1.455428563,1.457714282,1.46,1.415888846,1.371777776,1.340666682,1.309555471,1.27844438,1.247333318,1.216222227,1.185111135
KGZ,Kyrgyzstan,#VALUE!,#VALUE!,3.612,3.612,3.612,3.612,3.589999993,3.567999978,3.546000023,3.524000008,3.501999993,3.48,3.661333382,3.842666763,3.996500134,4.150333285,4.304166675,4.458
LAO,Lao People's Democratic Republic,#VALUE!,#VALUE!,10.062,10.14224984,10.22250011,10.30274989,10.38299968,10.46324994,10.54349973,10.62374999,10.704,10.704,10.704,10.704,10.704,10.704,10.704,10.704
LVA,Latvia,#VALUE!,#VALUE!,4.13,4.33,4.33,4.53,4.53,4.53,4.73,4.93,5.07,7.813,8.165500164,8.518000126,8.870500088,9.223,9.279999971,9.337
LBN,Lebanon,#VALUE!,#VALUE!,7.266,7.372999859,7.48,7.297499847,7.114999962,6.932500076,6.75,6.8875,7.024999809,7.162499857,7.3,7.509000063,7.717999935,7.927000046,8.136,8.136
LSO,Lesotho,#VALUE!,#VALUE!,12.206,12.376,11.906,11.81,11.54,11.436,11.148,10.99,10.99,10.79,10.68000034,10.57,10.264,10.26400042,10.26400042,10.264
LBR,Liberia,#VALUE!,#VALUE!,2.142,2.142,2.083000035,2.02400002,1.965000005,1.90599999,1.847000034,1.788000019,1.729000003,1.67,1.51,1.431750059,1.353500038,1.275250018,1.197,1.51
LBY,Libyan Arab Jamahiriya,#VALUE!,#VALUE!,11.542,11.578,11.51,11.712,11.944,11.998,11.418,11.51199993,11.606,11.69400009,11.78199991,11.87,11.73,11.37233353,11.01466656,10.657
LIE,Liechtenstein,#VALUE!,#VALUE!,5.52,5.52,5.52,6.096499748,6.672999687,7.249500103,7.826,7.379499741,6.932999916,6.486500092,6.04,8.055500014,8.473666668,8.891833305,9.31,9.31
LTU,Lithuania,#VALUE!,#VALUE!,0.731,0.729750004,0.728499998,0.727249999,0.726,0.724750001,0.723500003,0.722249996,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721
LUX,Luxembourg,#VALUE!,#VALUE!,0.346,0.346,0.346,0.348,0.350000001,0.352000001,0.353999998,0.355999998,0.357999998,0.36,0.345500007,0.331,0.316499993,0.302,0.30199999,0.302
MDG,Madagascar,#VALUE!,#VALUE!,7.38,7.38,7.38,7.368571329,7.357142735,7.34571414,7.334285784,7.322857189,7.311428595,7.3,7.960000277,8.620000362,9.279999971,9.940000057,10.6,10.6
MWI,Malawi,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,
MYS,Malaysia,#VALUE!,#VALUE!,15.772,15.848,15.906,15.89,15.952,15.67,15.704,15.65,15.596,15.58066692,15.56533327,15.55,15.635,14.648,14.49700069,14.346
MDV,Maldives,#VALUE!,#VALUE!,14.03,14.23,14.43,14.43,14.63,14.63,14.63,14.83,15.03,15.09,16.07,17.03399975,14.30474951,11.50149965,8.698250055,5.895
MLI,Mali,#VALUE!,#VALUE!,0.86,0.53,0.522,0.513999999,0.505999998,0.497999996,0.49,0.596,0.746000007,0.896,0.809999988,0.723999992,0.638,0.637999997,0.637999997,0.638
MLT,Malta,#VALUE!,#VALUE!,0.612,0.612,0.612,0.612,0.612,0.612,0.612,0.612,0.612,0.63,0.552749991,0.47549998,0.398249973,0.321,0.381,0.321
MHL,Marshall Islands,#VALUE!,#VALUE!,2.766,2.802,3.126,3.15100008,3.176,3.214,3.221999941,3.23,3.460499883,3.690999866,3.921499848,4.15199995,4.382499814,4.613,5.142499924,5.672
MRT,Mauritania,#VALUE!,#VALUE!,3.5,3.650800002,3.801600051,3.952400041,4.10320003,4.254,4.325499964,4.397000027,4.46850009,4.54,5.572666645,6.605333328,7.638,7.638000011,7.638000011,7.638
MUS,Mauritius,#VALUE!,#VALUE!,0.706,0.746,0.736500005,0.727000001,0.717499996,0.708,0.725999999,0.743999998,0.76199999,0.78,0.636333331,0.492666677,0.349,0.395,0.495499998,0.596
MEX,Mexico,#VALUE!,#VALUE!,10.91,10.91,10.91,11.194,11.162,11.288,11.832,12.08900021,12.346,12.81066702,13.27533339,13.74,12.974,13.02566671,13.07733345,13.129
FSM,"Micronesia, Federated States of",#VALUE!,#VALUE!,3.824,3.824,3.847999971,3.87199996,3.896000009,3.92,3.885999918,3.852000058,3.817999959,3.784000158,3.75,3.715999961,3.682000041,3.648,3.131999969,2.616
MDA,"Moldova, Republic of",#VALUE!,#VALUE!,0.916,0.909777775,0.903555557,0.897333338,0.89111112,0.884888887,0.878666669,0.872444435,0.866222217,0.86,0.874399975,0.888799965,0.903200001,0.917600006,0.932,0.932
MCO,Monaco,#VALUE!,#VALUE!,5.434,5.480000051,5.526000055,5.572000059,5.618000063,5.664000067,5.710000071,5.756000074,5.802000078,5.848,5.848,5.848,5.848,5.848,5.848,5.848
MKD,Macedonia,#VALUE!,#VALUE!,4.1,4.1,3.7,3.3,4.3,4.86,4.669999957,5.440000057,6.210000038,9.766,9.392399769,9.018799763,8.645199757,8.271600227,7.898,7.898
MNG,Mongolia,#VALUE!,#VALUE!,3.436,3.436,3.436,3.436,3.436,3.486,3.454000034,3.421999969,3.39,3.389000177,3.388,3.459249973,3.530499995,3.601750016,3.673,3.673
MNE,Montenegro,#VALUE!,#VALUE!,13.226,13.324,13.364,13.462,12.69,12.56,11.588,11.52999992,11.472,11.48800011,11.5039999,11.52,11.986,11.97700024,11.96799994,11.959
MAR,Morocco,#VALUE!,#VALUE!,26.12,26.44556236,26.77112389,27.09668732,27.42224979,27.74781227,28.0733757,28.39893723,28.7244997,29.05006313,29.3756237,29.70118713,30.02675056,30.35231209,30.67787552,31.00343609
MOZ,Mozambique,#VALUE!,#VALUE!,8.934,8.842,8.838,8.832,8.762,8.742,8.722,8.864119854,9.006239738,9.1483601,9.290479984,9.4326,7.64929986,5.866,5.859999989,5.866
MMR,Myanmar,#VALUE!,#VALUE!,8.316,8.316,8.316,8.316,8.53,8.589999866,8.650000286,8.71,8.762500286,8.815000057,8.867500305,8.920000315,8.972499847,9.025,9.025000095,9.025
NAM,Namibia,#VALUE!,#VALUE!,9.71,9.71,9.71,9.71,9.71,9.71,9.71,9.71,9.71,9.71,9.71,9.71,9.512,9.526999712,9.542000294,9.557
NRU,Nauru,#VALUE!,#VALUE!,1.7,1.7,1.7,1.711500018,1.723000019,1.73450002,1.746,1.764000027,1.781999974,1.8,1.85799998,1.916000009,1.973999956,2.051999986,2.13,2.13
NPL,Nepal,#VALUE!,#VALUE!,0.368,0.368,0.368,0.368,0.368,0.368,0.370999999,0.373999998,0.377,0.38,0.371999998,0.364,0.378500015,0.393,0.392999992,0.393
NLD,Netherlands,#VALUE!,#VALUE!,1.566,1.568,1.570000033,1.572000008,1.574,1.584,1.613000016,1.642,1.670999985,1.7,1.703000009,1.70600003,1.708999991,1.712,1.784999967,1.858
NZL,New Zealand,#VALUE!,#VALUE!,3.65,3.65,3.65,3.651428578,3.652857122,3.654285727,3.655714271,3.657142875,3.65857142,3.66,3.614333272,3.568666816,3.523,3.523000121,3.523000121,3.523
NIC,Nicaragua,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,
NER,Niger,#VALUE!,#VALUE!,0.54,0.54,0.54,0.54,0.548,0.556000001,0.564,0.668666682,0.773333333,0.878,0.878,0.878,0.878,0.878,0.878,0.878
NGA,Nigeria,#VALUE!,#VALUE!,20.41,20.41,20.41,20.41,20.81,21.01,21.21,20.81,20.81,21.41999994,22.03,22.24100004,22.987,20.863,20.86299994,20.863
NOR,Norway,#VALUE!,#VALUE!,12.715,12.715,13.115,13.115,13.115,13.115,13.115,13.0725,13.31,13.89199972,14.4739995,15.05600023,15.638,15.87199974,16.10599995,16.34
OMN,Oman,#VALUE!,#VALUE!,2.712,2.747999999,2.784,2.623333308,2.462666723,2.302000019,2.141333315,1.98066673,1.82,1.82,1.82,1.82,1.82,1.82,1.82,1.82
PAK,Pakistan,#VALUE!,#VALUE!,0.278,0.278,0.3,0.296,0.296,0.296,0.296,0.296,0.282999999,0.27,0.246250004,0.222499989,0.198749993,0.175,0.174999993,0.175
PLW,Palau,#VALUE!,#VALUE!,2.238,2.238,2.238,2.238,2.238,2.238,2.245333326,2.252666664,2.26,2.287,2.31400007,2.341000021,2.36800009,2.395,2.395000041,2.395
PAN,Panama,#VALUE!,#VALUE!,21.82,21.82,21.22,21.62,21.82,22.02,22.22,22.42,22.42,22.86666653,23.31333324,23.76,24.107,22.912,23.40149991,23.725
PNG,Papua New Guinea,#VALUE!,#VALUE!,6.3,6.3,6.3,6.36,6.323500109,6.286999893,6.250499916,6.214,6.275999975,6.338,7.04,7.307999849,7.576,7.914,8.252000093,8.59
PRY,Paraguay,#VALUE!,#VALUE!,1.59,1.59,1.59,1.63599999,1.681999993,1.727999997,1.774,1.825333309,1.876666737,1.928,2.05,1.992500007,1.935,2.059000015,2.183,2.183
PER,Peru,#VALUE!,#VALUE!,8.222,8.222,8.222,8.222,8.690999985,9.16,9.066666603,8.973333359,8.880000114,8.786666632,8.643332958,8.5,8.494000435,8.488000154,8.481999874,8.476
PHL,Philippines,#VALUE!,#VALUE!,6.101,5.105,5.271000042,5.436999931,5.602999821,5.769,5.769,5.769,5.769,5.769,5.769,5.769,5.769,5.769,5.769,5.769
POL,Poland,#VALUE!,#VALUE!,0.676,0.676,0.676,0.676,0.652999996,0.63,0.621624976,0.613249987,0.604874991,0.596499994,0.588124968,0.579749972,0.571374983,0.563,0.562999986,0.563
PRT,Portugal,#VALUE!,#VALUE!,3.248,3.616000069,3.984,4.031999958,4.080000055,4.128,4.06499995,4.002,4.002,4.002,4.002,4.002,4.002,4.002,4.002,4.002
