ISO3,name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
AFG,Afghanistan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ALB,Albania,0.11,0.62,0.32,0.34,0.44,0.46,0.46,0.53,0.5,0.52,0.49,0.5,0.53,0.5406,0.5512,0.561799999
DZA,Algeria,0.77,0.47,0.74,0.61,0.84,0.86,0.72,0.87,0.66,0.67,0.77,0.68,0.67,0.6834,0.696799999,0.710199999
AND,Andorra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AGO,Angola,0.6,0.62,0.44,0.48,0.43,0.57,0.49,0.59,0.56,0.69,0.55,0.58,0.55,0.561,0.572,0.582999999
ATG,Antigua and Barbuda,0.99,0.99,1.02,0.99,0.99,1.04,0.72,1.22,0.99,0.96,1.15,1,0.93,0.9486,0.967199999,0.985799999
ARG,Argentina,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0
ARM,Armenia,0.64,0.69,0.59,0.72,0.47,0.7,0.53,0.61,0.46,0.6,0.59,0.69,0.82,0.8364,0.852799999,0.869199999
AUS,Australia,0.03,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.05,0.02,0.02,0.02,0.03,0.0306,0.0312,0.0318
AUT,Austria,0.1,0.13,0.11,0.14,0.16,0.17,0.17,0.23,0.19,0.19,0.23,0.26,0.27,0.2754,0.2808,0.2862
AZE,Azerbaijan,0.14,0.33,0.33,0.4,0.4,0.35,0.27,0.29,0.32,0.4,0.36,0.39,0.47,0.4794,0.4888,0.498199999
BHS,Bahamas,1.03,1.03,0.94,1,1.04,1.06,1.05,0.9,0.9,0.97,0.99,1,1,1.02,1.039999999,1.059999999
BHR,Bahrain,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BGD,Bangladesh,0.11,0.1,0.07,0.09,0.18,0.09,0.1,0.1,0.13,0.11,0.1,0.11,0.11,0.1122,0.1144,0.1166
BRB,Barbados,1.11,1.22,1.24,1.08,1.1,1.06,1.31,1.15,1.18,1.15,1.28,1.16,1.17,1.193399999,1.216799999,1.240199998
BLR,Belarus,0.12,0.22,0.19,0.16,0.34,0.38,0.14,0.15,0.12,0.14,0.11,0.12,0.1,0.102,0.104,0.106
BEL,Belgium,1.48,1.44,1.36,1.32,1.27,1.295399999,1.320799999,1.346199998,1.371599998,1.396999997,1.422399997,1.447799996,1.473199995,1.498599995,1.523999994,1.549399994
BLZ,Belize,0.3,0.31,0.21,0.35,0.24,0.33,0.32,0.39,0.35,0.32,0.4,0.29,0.32,0.3264,0.3328,0.3392
BEN,Benin,0.25,0.18,0.15,0.14,0.13,0.1,0.13,0.19,0.22,0.2,0.3,0.21,0.18,0.1836,0.1872,0.1908
BTN,Bhutan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BOL,"Bolivia, Plurinational State of",0.31,0.2,0.19,0.19,0.27,0.32,0.28,0.3,0.32,0.23,0.24,0.19,0.25,0.255,0.26,0.265
BIH,Bosnia and Herzegovina,0.2,0.23,0.25,0.3,0.24,0.34,0.43,0.36,0.16,0.36,0.39,0.36,0.46,0.4692,0.4784,0.487599999
BWA,Botswana,1,0.75,0.81,0.88,0.94,1.04,0.86,1,0.78,0.73,0.72,0.77,0.82,0.8364,0.852799999,0.869199999
BRA,Brazil,0.19,0.19,0.15,0.22,0.19,0.22,0.17,0.16,0.17,0.12,0.12,0.16,0.16,0.1632,0.1664,0.1696
