ISO3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
AFG,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALB,Albania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DZA,Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AND,Andorra,ISO_3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
AGO,Angola,AFG,Afghanistan,,,,,,,,,,,,,,,,
ATG,Antigua and Barbuda,ALB,Albania,101.9988252,103.0410091,105.8414577,113.921305,137.1669513,141.5621126,147.2612004,147.4134115,147.4850105,144.1947037,147.2072015,139.8327643,146.0476608,144.7147904,139.9473726,121.8896258
ARG,Argentina,DZA,Algeria,-341.8015193,-378.9322057,-405.1495817,-409.3449831,-414.2344104,-426.2149981,-404.6611926,-396.8417484,-404.7146842,-408.6070009,-413.4007369,-374.9855935,-345.6397394,-332.0992397,-274.0478123,-272.4546461
ARM,Armenia,AND,Andorra,,,,,,,,,,,,,,,,
AUS,Australia,AGO,Angola,-375.3668209,-410.3604149,-433.2175226,-446.8147808,-434.6522309,-420.2862999,-390.3159148,-456.0536554,-409.8036388,-413.3340077,-578.9003918,-606.2324817,-691.4664154,-718.81344,-638.3859896,-556.2285041
AUT,Austria,ATG,Antigua and Barbuda,,,,,,,,,,,,,,,,
AZE,Azerbaijan,ARG,Argentina,16.27778363,3.303460476,6.391213008,3.093812854,-5.926892418,-2.599157671,-4.997662392,-4.40403549,-5.970754899,0.931236211,5.787678027,21.03780081,16.83963538,16.90205011,19.34121753,21.16593484
BHS,Bahamas,ARM,Armenia,119.4835637,83.35562636,93.89775133,95.7791391,85.53656288,89.61950613,86.7124281,90.50925608,100.900491,97.30317079,93.68507844,97.4939308,102.3892416,104.5444777,103.8887044,103.7863756
BHR,Bahrain,AUS,Australia,-92.73025288,-83.08307434,-89.41215376,-100.3973096,-93.13218237,-108.2369467,-128.2409083,-125.1232347,-121.4302108,-125.9552711,-126.2354792,-128.8193247,-134.4342714,-125.5993845,-131.3243814,-143.8720851
BGD,Bangladesh ,AUT,Austria,134.4241908,133.3792678,134.0389362,135.5918682,133.9306881,135.6246986,133.798324,133.9864512,127.3631079,129.0101808,127.7363948,127.6880374,126.6287639,125.9399082,125.6326379,121.7809045
BRB,Barbados,AZE,Azerbaijan,-6.305155578,-13.11063394,-15.06703558,-25.72851686,-64.9240691,-57.65722274,-65.42006529,-62.67678099,-53.88794538,-44.82619858,-82.46639223,-172.2389047,-319.305759,-330.9596788,-440.4617767,-434.3394895
BLR,Belarus,BHS,Bahamas,,,,,,,,,,,,,,,,
BEL,Belgium,BHR,Bahrain,-176.789097,-180.4499704,-163.9058605,-153.2744411,-156.971641,-153.3855885,-144.9989372,-137.3569466,-131.5363304,-127.062978,-115.0638057,-99.4496127,-94.38780866,-89.21987014,-85.31660542,-81.16128627
BLZ,Belize,BGD,Bangladesh ,23.07030165,25.39901663,27.66252942,28.01024672,23.95447783,24.52284081,25.67718749,25.05660468,24.83831246,23.21903661,23.89906862,21.0819548,20.97876869,20.57586174,20.48252865,20.80419849
BEN,Benin,BRB,Barbados,,,,,,,,,,,,,,,,
BTN,Bhutan,BLR,Belarus,86.66948684,86.97821518,86.99569746,87.25088934,85.56604929,85.85245082,85.59200555,85.53905549,86.34266591,86.61212891,85.92596856,86.42860489,85.8174496,85.78453941,85.01638376,85.02345996
BOL,"Bolivia, Plurinational State of",BEL,Belgium,78.26216121,78.54140577,76.79831695,77.77462674,76.50623933,77.08222745,77.73123369,76.49787622,77.17354182,77.03051648,76.63826686,76.72834642,75.24684975,75.66097478,73.54032827,73.97656232
BIH,Bosnia and Herzegovina,BLZ,Belize,,,,,,,,,,,,,,,,
BWA,Botswana,BEN,Benin,-0.258035874,10.60486231,18.7982659,18.50210707,25.00982786,29.48939705,32.35543988,35.16508196,36.7670023,36.08025238,34.0574534,38.0647755,41.23985268,40.85108277,41.9851021,43.75517332
BRA,Brazil,BTN,Bhutan,,,,,,,,,,,,,,,,
BRN,Brunei Darussalam,BOL,"Bolivia, Plurinational State of",-13.44326597,-0.092997961,16.88669932,14.93162895,30.09758576,1.817874281,-60.96958996,-47.26971898,-72.40585288,-149.6212501,-129.0093925,-87.75333801,-148.3762399,-132.480337,-91.27857308,-96.96666835
BGR,Bulgaria,BIH,Bosnia and Herzegovina,128.1072828,106.6830806,73.46623824,73.27652673,75.59229662,78.07093203,75.01125729,73.71238384,60.76125052,72.37049703,75.27662745,70.29247201,64.51221186,61.69397033,66.46670102,78.58489421
BFA,Burkina Faso,BWA,Botswana,29.15305471,32.97726096,34.90580466,35.40890971,36.83434203,38.64837475,40.23404871,41.59531701,46.06482598,45.16195556,44.87527457,46.06926054,51.85099,51.85915901,53.69149025,51.55607453
BDI,Burundi,BRA,Brazil,122.5653335,121.3387882,119.7422538,117.4740336,111.8010169,108.4825993,102.0278123,97.2781044,94.27446555,95.9325739,93.3128031,90.58537122,92.10820076,88.05680666,87.99923755,85.44282352
KHM,Cambodia,BRN,Brunei Darussalam,-688.867299,-661.7853691,-633.0714112,-611.5654765,-664.8749493,-702.2494761,-770.7933602,-810.9538042,-721.9423491,-771.4010036,-815.1140857,-585.9832084,-524.8344161,-482.1509861,-506.3564785,-459.9498432
CMR,Cameroon,BGR,Bulgaria,61.03677541,60.39380311,57.40690909,56.78976571,57.15590402,53.48088317,50.72261834,49.30966904,54.87211194,53.22102528,56.47338566,55.49505869,57.11959927,54.57340559,52.0149599,51.80652633
CAN,Canada,BFA,Burkina Faso,,,,,,,,,,,,,,,,
CPV,Cape Verde,BDI,Burundi,,,,,,,,,,,,,,,,
CAF,Central African Republic,KHM,Cambodia,18.02461345,17.92264811,18.41723741,18.41299347,19.51302766,20.33631777,21.64188547,22.620059,24.94782466,27.79546089,31.92641953,33.76570407,36.65188918,38.06512875,29.53450929,30.54456848
TCD,Chad,CMR,Cameroon,20.63383732,16.55359002,11.9157734,10.95614458,17.09672613,22.27939194,30.57811594,27.30889705,34.8201557,40.22933136,43.89067611,23.61559124,27.53495024,29.03883865,41.51937263,53.97936752
CHL,Chile,CAN,Canada,8.818695616,10.29125844,8.304099664,4.962648277,10.55726447,10.97043202,4.436197197,3.577583211,9.859587406,8.150480542,10.73937836,4.522455958,4.411749586,5.288019678,4.450425286,-0.146974923
CHN,China,CPV,Cape Verde,,,,,,,,,,,,,,,,
COL,Colombia,CAF,Central African Republic,,,,,,,,,,,,,,,,
COM,Comoros,TCD,Chad,,,,,,,,,,,,,,,,
COG,Congo,CHL,Chile,120.4363319,113.7985192,120.1384478,110.4852979,103.6037686,112.0900747,112.6242442,115.4924959,113.1368905,111.8363777,117.5245761,120.0502572,108.8791097,108.4362017,107.0750853,106.1450684
COD,"Congo, the Democratic Republic of the",CHN,China,16.99330506,15.77878141,16.59041871,17.74782759,18.62688167,19.06572609,18.55263408,18.20444395,16.8540991,21.55852281,20.7530315,22.4487962,21.77464716,23.30299654,25.54287721,25.7728549
CRI,Costa Rica,COL,Colombia,-39.36535173,-47.47789704,-72.69193668,-84.52698351,-115.2807944,-105.8236284,-107.2534319,-95.72979982,-107.574619,-109.0572755,-111.1257297,-113.1607002,-129.643372,-134.1704624,-146.9169846,-156.0216279
CIV,C™te d'Ivoire,COM,Comoros,,,,,,,,,,,,,,,,
HRV,Croatia,COG,Congo,-1097.211543,-1277.72216,-1520.66739,-1678.553945,-1897.292185,-1591.560096,-1338.756604,-1311.804439,-1021.871007,-1046.000136,-1077.694002,-1149.086241,-853.2299273,-871.6084666,-919.2780046,-1001.436805
CUB,Cuba,COD,"Congo, the Democratic Republic of the",94.97749746,94.7628904,94.92857287,95.3470277,94.45494896,94.9726056,94.43787973,95.0786262,94.95377879,94.73553859,95.9440885,96.37385417,96.67268825,97.49972393,97.68602314,98.2005026
CYP,Cyprus,CRI,Costa Rica,132.2948839,136.9387677,143.8835122,142.9501486,143.7229594,140.970387,138.6900491,134.9893921,138.888596,128.745136,126.3746686,123.7732315,124.1531451,126.8123295,125.6817789,123.3471206
CZE,Czech Republic,CIV,C™te d'Ivoire,75.46594164,63.93389378,53.75924839,41.77167015,50.00978792,47.46738135,44.71573996,38.67716026,32.92565482,29.06314688,14.96208177,1.487375195,19.52662742,21.66075632,21.58225919,17.83275236
DNK,Denmark,HRV,Croatia,99.9738713,109.8184765,101.7528946,100.1512188,109.0092639,109.3492825,106.9790751,99.0414976,96.20110405,108.8247295,108.4528045,102.2776891,91.42486369,99.03859472,106.2110545,110.0739339
DJI,Djibouti,CUB,Cuba,53.53904688,52.66058918,55.4530713,54.77061464,48.19186518,44.54766187,41.06337913,36.10146675,37.46728395,40.39599972,46.38596529,48.2852561,45.74987004,48.45974347,55.1247901,52.43092506
DMA,Dominica,CYP,Cyprus,97.56917692,97.7718465,97.80700507,97.82591863,97.80251478,97.92932082,97.89707073,97.91320536,97.93731486,97.70601162,97.70174328,97.76783742,96.99947806,96.79548304,96.66476951,96.25390678
DOM,Dominican Republic,CZE,Czech Republic,25.1432344,25.72723675,24.94153336,26.62944756,28.90900197,27.6221527,28.23330945,29.32596737,26.22371491,26.5084443,29.64241592,29.87400394,28.68089114,29.20527175,28.74409265,31.58151978
ECU,Ecuador,DNK,Denmark,19.69535624,19.54121783,0.503984019,-1.827710207,-23.96936851,-48.76011569,-41.2457814,-50.33171469,-41.69145339,-60.03566398,-65.66808379,-45.85539686,-36.97011865,-38.71104493,-30.46510641,-21.10157338
EGY,Egypt,DJI,Djibouti,,,,,,,,,,,,,,,,
SLV,El Salvador,DMA,Dominica,,,,,,,,,,,,,,,,
GNQ,Equatorial Guinea,DOM,Dominican Republic,86.61397139,89.36960899,87.63733659,90.49832754,94.26711137,90.721598,87.8475579,88.33965715,89.92871757,91.45180122,93.46622046,89.42889728,88.80498751,85.80308455,87.24237165,88.02792334
ERI,Eritrea,ECU,Ecuador,-147.7037761,-113.2079901,-115.4925938,-97.91755949,-105.2209945,-110.2362936,-97.22093588,-77.83737414,-76.62013138,-128.391763,-113.0107222,-125.8597598,-102.3649141,-99.45974681,-87.220274,-77.39992583
EST,Estonia,EGY,Egypt,-47.62953605,-35.78637142,-27.58214776,-17.7790998,-17.85195663,-13.04840737,-6.606938302,-10.66458621,-13.03187333,-3.918810335,-12.68179254,-11.18429204,-7.751032029,-12.84165763,-13.99795731,-11.74191
ETH,Ethiopia,SLV,El Salvador,91.11483018,98.97090652,87.75753437,90.87402548,95.15481291,81.3797386,74.5568446,72.58371003,78.912667,76.23582363,79.54037402,79.13570153,77.51564373,78.47300402,73.62292143,80.91034799
FJI,Fiji,GNQ,Equatorial Guinea,,,,,,,,,,,,,,,,
FIN,Finland,ERI,Eritrea,26.79251562,27.86622896,25.12124366,28.80332279,29.27822295,28.2659336,28.37351209,26.85122337,29.91511652,35.21820407,34.48924485,26.15783055,26.46694355,19.43952254,22.60546802,21.96986283
FRA,France,EST,Estonia,36.14121932,31.90927487,31.97868761,36.6942605,37.88093285,32.59313566,35.63374392,28.40878446,24.85684818,29.9842829,25.31338145,25.78370015,21.79216437,22.59658637,12.82323693,11.65924412
GAB,Gabon,ETH,Ethiopia,99.01628847,100.0191582,102.5633913,101.0614404,103.0098731,104.064439,105.9191467,106.0070911,106.7276871,106.8412494,106.4816259,106.8495236,101.1734683,93.2179942,94.1348777,104.3484845
GMB,Gambia,FJI,Fiji,,,,,,,,,,,,,,,,
GEO,Georgia,FIN,Finland,74.68113894,73.33298716,71.08020141,79.72824607,70.94748915,74.75000752,71.48578784,68.2531548,68.14194937,74.91293353,70.94444649,65.30306858,73.66326023,75.4502993,68.01540414,68.46276152
