ISO3,name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
AFG,Afghanistan,3,6.6,10.2,13.8,17.4,21,25,29,33,37,41,43.33333333,45.66666667,48,47.04000002,46.08000004
ALB,Albania,96,96.2,96.4,96.6,96.8,97,97,97,97,97,97,97,97,97,95.06000004,93.12000009
DZA,Algeria,93,92.2,91.4,90.6,89.8,89,88.2,87.4,86.6,85.8,85,84.33333333,83.66666667,83,81.34000004,79.68000007
AND,Andorra,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
AGO,Angola,36,37,38,39,40,41,42.2,43.4,44.6,45.8,47,48,49,50,49.00000002,48.00000004
ATG,Antigua and Barbuda,91,91,91,91,91,91,91,91,91,91,89.18000004,87.36000008,85.54000012,83.72000016,81.9000002,80.08000024
ARG,Argentina,95,95.2,95.4,95.6,95.8,96,96,96,96,96,96,96.33333333,96.66666667,97,95.06000004,93.12000009
ARM,Armenia,92,92.2,92.4,92.6,92.8,93,93.4,93.8,94.2,94.6,95,95.33333333,95.66666667,96,94.08000004,92.16000009
AUS,Australia,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.00000004,96.00000009
AUT,Austria,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.00000004,96.00000009
AZE,Azerbaijan,71,71.6,72.2,72.8,73.4,74,74.6,75.2,75.8,76.4,77,78,79,80,78.40000004,76.80000007
BHS,Bahamas,96,96,96,96,96,96,96.5,97,97,97,95.06000004,93.12000009,91.18000013,89.24000017,87.30000022,85.36000026
BHR,Bahrain,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
BGD,Bangladesh ,78,78.2,78.4,78.6,78.8,79,79.2,79.4,79.6,79.8,80,80,80,80,78.40000004,76.80000007
BRB,Barbados,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.00000004,96.00000009
BLR,Belarus,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.00000004,96.00000009
BEL,Belgium,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.00000004,96.00000009
BLZ,Belize,82,83.4,84.8,86.2,87.6,89,90,91,91,91,96,97,98,99,97.02000004,95.04000009
BEN,Benin,61,62,63,64,65,66,67.2,68.4,69.6,70.8,72,73,74,75,73.50000003,72.00000007
BTN,Bhutan,81.9000002,83.72000016,85.54000012,87.36000008,89.18000004,91,91,91,91,91,91,91.33333333,91.66666667,92,90.16000004,88.32000008
BOL,"Bolivia, Plurinational State of",75,75.8,76.6,77.4,78.2,79,80,81,82,83,84,84.66666667,85.33333333,86,84.28000004,82.56000008
BIH,Bosnia and Herzegovina,97,97,97,97,97,97,97.2,97.4,97.6,97.8,98,98.33333333,98.66666667,99,97.02000004,95.04000009
BWA,Botswana,94,94,94,94,94,94,94.2,94.4,94.6,94.8,95,95,95,95,93.10000004,91.20000008
BRA,Brazil,91,91.4,91.8,92.2,92.6,93,93.4,93.8,94.2,94.6,95,95.66666667,96.33333333,97,95.06000004,93.12000009
BRN,Brunei Darussalam,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
BGR,Bulgaria,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.00000004,96.00000009
BFA,Burkina Faso,49,51.2,53.4,55.6,57.8,60,62,64,66,68,70,72,74,76,74.48000003,72.96000007
BDI,Burundi,71,71.2,71.4,71.6,71.8,72,72,72,72,72,72,72,72,72,70.56000003,69.12000006
KHM,Cambodia,37,38.8,40.6,42.4,44.2,46,48,50,52,54,56,57.66666667,59.33333333,61,59.78000003,58.56000005
CMR,Cameroon,57,58.4,59.8,61.2,62.6,64,65.4,66.8,68.2,69.6,71,72,73,74,72.52000003,71.04000007
CAN,Canada,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.00000004,96.00000009
CPV,Cape Verde,82,82.2,82.4,82.6,82.8,83,83.2,83.4,83.6,83.8,84,84,84,84,82.32000004,80.64000008
CAF,Central African Republic,60,60.6,61.2,61.8,62.4,63,63.4,63.8,64.2,64.6,65,65.66666667,66.33333333,67,65.66000003,64.32000006
TCD,Chad,42,42.6,43.2,43.8,44.4,45,45.8,46.6,47.4,48.2,49,49.33333333,49.66666667,50,49.00000002,48.00000004
CHL,Chile,92,92.4,92.8,93.2,93.6,94,94.4,94.8,95.2,95.6,96,96,96,96,94.08000004,92.16000009
CHN,China,74,75.2,76.4,77.6,78.8,80,81.2,82.4,83.6,84.8,86,87,88,89,87.22000004,85.44000008
COL,Colombia,90,90.2,90.4,90.6,90.8,91,91.2,91.4,91.6,91.8,92,92,92,92,90.16000004,88.32000008
COM,Comoros,90,90.4,90.8,91.2,91.6,92,92.6,93.2,93.8,94.4,95,95,95,95,93.10000004,91.20000008
COG,Congo,63.00000016,64.40000013,65.80000009,67.20000006,68.60000003,70,70.2,70.4,70.6,70.8,71,71,71,71,69.58000003,68.16000006
COD,"Congo, the Democratic Republic of the",25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
CRI,Costa Rica,94,94.2,94.4,94.6,94.8,95,95.2,95.4,95.6,95.8,96,96.33333333,96.66666667,97,95.06000004,93.12000009
CIV,C™te d'Ivoire,77,77.2,77.4,77.6,77.8,78,78.2,78.4,78.6,78.8,79,79.33333333,79.66666667,80,78.40000004,76.80000007
HRV,Croatia,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97.02000004,95.04000009
CUB,Cuba,86,86.8,87.6,88.4,89.2,90,90.4,90.8,91.2,91.6,92,92.66666667,93.33333333,94,92.12000004,90.24000008
CYP,Cyprus,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.00000004,96.00000009
CZE,Czech Republic,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.00000004,96.00000009
DNK,Denmark,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.00000004,96.00000009
DJI,Djibouti,78,79.2,80.4,81.6,82.8,84,85,86,87,88,89,90,91,92,90.16000004,88.32000008
DMA,Dominica,95,95,95,95,95,95,96,97,97,97,95,93.10000004,91.20000008,89.30000013,87.40000017,85.50000021
DOM,Dominican Republic,88,87.8,87.6,87.4,87.2,87,87,87,87,87,87,86.66666667,86.33333333,86,84.28000004,82.56000008
ECU,Ecuador,79,80.4,81.8,83.2,84.6,86,87.2,88.4,89.6,90.8,92,92.66666667,93.33333333,94,92.12000004,90.24000008
EGY,Egypt,93,93.6,94.2,94.8,95.4,96,96.4,96.8,97.2,97.6,98,98.33333333,98.66666667,99,97.02000004,95.04000009
SLV,El Salvador,78,78.8,79.6,80.4,81.2,82,82.8,83.6,84.4,85.2,86,86.33333333,86.66666667,87,85.26000004,83.52000008
GNQ,Equatorial Guinea,43,43,43,43,43,43,43,43,43,43,43,42.14000002,41.28000004,40.42000006,39.56000008,38.7000001
ERI,Eritrea,46,47.6,49.2,50.8,52.4,54,55.2,56.4,57.6,58.8,60,60.33333333,60.66666667,61,59.78000003,58.56000005
EST,Estonia,98,98,98,98,98,98,98,98,98,98,98,98,98,98,96.04000004,94.08000009
ETH,Ethiopia,22,23.2,24.4,25.6,26.8,28,29.4,30.8,32.2,33.6,35,36,37,38,37.24000002,36.48000003
FJI,Fiji,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
FIN,Finland,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.00000004,96.00000009
FRA,France,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.00000004,96.00000009
GAB,Gabon,84,84.2,84.4,84.6,84.8,85,85.2,85.4,85.6,85.8,86,86.33333333,86.66666667,87,85.26000004,83.52000008
GMB,Gambia,79,80,81,82,83,84,85,86,87,88,89,90,91,92,90.16000004,88.32000008
GEO,Georgia,82,83.4,84.8,86.2,87.6,89,90.4,91.8,93.2,94.6,96,96.66666667,97.33333333,98,96.04000004,94.08000009
