ISO_3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
RWA,Rwanda,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
KNA,Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCA,Saint Lucia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
VCT,Saint Vincent and the Grenadines,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
WSM,Samoa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SMR,San Marino,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
STP,Sao Tome and Principe,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SAU,Saudi Arabia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SEN,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRB,Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYC,Seychelles,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SLE,Sierra Leone,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SGP,Singapore,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SVK,Slovakia,0.080048871,0.080048871,0.080048871,0.080048871,0.080048871,0.080048871,0.080048871,0.048014378,0.065386441,0.02391153,0.006928893,0.00590458,0.006027282,0.006985345,0.000740193,0.000740193,0.000740193
SVN,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLB,Solomon Islands,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SOM,Somalia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ZAF,South Africa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ESP,Spain,0.237251812,0.237251812,0.237251812,0.237251812,0.237251812,0.237251812,0.237251812,0.241813045,0.229994883,0.21925841,0.218564123,0.216390153,0.221394029,0.223181562,0.223181562,0.223181562,0.223181562
LKA,Sri Lanka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SDN,Sudan,0.000705747,0.000705747,0.000705747,0.000705747,0.000705747,0.000705747,0.000705747,0.000705747,0.002741214,0.004764996,0.003737028,0.001531251,0,0.003363203,0.00089092,0.00089092,0.00089092
SUR,Suriname,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SWZ,Swaziland,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SWE,Sweden,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CHE,Switzerland,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SYR,Syrian Arab Republic,0.180674225,0.180674225,0.180674225,0.180674225,0.180674225,0.180674225,0.180674225,0.180674225,0.180674225,0.190791743,0.190049176,0.185776494,0.184598644,0.178710195,0.161252077,0.161252077,0.161252077
TJK,Tajikistan,0.284313515,0.284313515,0.284313515,0.284313515,0.284313515,0.284313515,0.284313515,0.284313515,0.284313515,0.284313515,0.284313515,0.284313515,0.286426349,0.286124435,0.281203008,0.281203008,0.281203008
TZA,"Tanzania, United Republic of",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
THA,Thailand,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TLS,TimorLeste,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TGO,Togo,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TON,Tonga,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TTO,Trinidad and Tobago,0.239332097,0.239332097,0.239332097,0.239332097,0.239332097,0.239332097,0.239332097,0.239332097,0.239332097,0.239332097,0.239332097,0.239332097,0.239332097,0.239332097,0.239332097,0.239332097,0.239332097
TUN,Tunisia,0.053928341,0.053928341,0.053928341,0.053928341,0.053928341,0.053928341,0.053928341,0.054635682,0.052180153,0.05350136,0.0535465,0.057220278,0.058893318,0.06138146,0.063817989,0.063817989,0.063817989
TUR,Turkey,0.237938695,0.237938695,0.237938695,0.237938695,0.237938695,0.237938695,0.237938695,0.237938695,0.241447391,0.237850928,0.237769484,0.242423861,0.248997157,0.251634604,0.253109792,0.253109792,0.253109792
TKM,Turkmenistan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TUV,Tuvalu,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
UGA,Uganda,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
UKR,Ukraine,0.087208762,0.087208762,0.087208762,0.087208762,0.087208762,0.087208762,0.087208762,0.087208762,0.087208762,0.087208762,0.087208762,0.087208762,0.087107339,0.087138488,0.086982405,0.086982405,0.086982405
ARE,United Arab Emirates,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GBR,United Kingdom,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
USA,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
URY,Uruguay,0.003229556,0.003229556,0.003229556,0.003229556,0.003229556,0.003229556,0.003229556,0.003229556,0.003229556,0.003229556,0.003229556,0.003229556,0.001525583,0.004262552,0.003436048,0.003436048,0.003436048
UZB,Uzbekistan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
VUT,Vanuatu,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
VEN,"Venezuela, Bolivarian Republic of",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
VNM,Viet Nam,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YEM,Yemen,0.038428358,0.038428358,0.038428358,0.038428358,0.038428358,0.038428358,0.038428358,0.038428358,0.020329988,0.038069191,0.041797564,0.046274455,0.046274455,0.046274455,0.046274455,0.046274455,0.046274455
ZMB,Zambia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ZWE,Zimbabwe,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
