ISO3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,
SWE,Sweden,1.55,1.55,1.55,1.55,1.55,1.55,1.539999962,1.529999971,1.519999981,1.50999999,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
CHE,Switzerland,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89
SYR,Syrian Arab Republic,85.89,88.18799591,90.48600006,92.78399658,95.08200073,97.38,97.85599518,98.33200073,98.80799866,99.28400421,99.76,99.76,99.76,99.76,99.76,99.76,99.76,99.76
TJK,Tajikistan,74.28,74.39199829,74.5039978,74.61599731,74.72799683,74.84,74.84,74.84,74.84,74.84,74.84,74.84,74.84,74.84,74.84,74.84,74.84,74.84
TZA,"Tanzania, United Republic of",5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.39
THA,Thailand,13.07,13.07,13.07,13.07,13.07,13.07,13.07,13.07,13.07,13.07,13.07,13.07,13.07,13.07,13.07,13.07,13.07,13.07
TLS,Timor-Leste,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
TGO,Togo,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15
TON,Tonga,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
TTO,Trinidad and Tobago,7.73,7.389999866,7.050000191,6.710000038,6.369999886,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03
TUN,Tunisia,62,61.94800186,61.89599991,61.84400177,61.79199982,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74
TUR,Turkey,19.66,19.66,19.66,19.66,19.66,19.66,19.48200035,19.30400085,19.12599945,18.94799995,18.77,18.77,18.77,18.77,18.77,18.77,18.77,18.77
TKM,Turkmenistan,96.2,97.11999512,98.04000092,98.95999908,99.88000488,100.8,100.8,100.8,100.8,100.8,100.8,100.8,100.8,100.8,100.8,100.8,100.8,100.8
TUV,Tuvalu,,,,,,,,,,,,,,,,,,
UGA,Uganda,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
UKR,Ukraine,27.56,27.56,27.56,27.56,27.56,27.56,27.56,27.56,27.56,27.56,27.56,27.56,27.56,27.56,27.56,27.56,27.56,27.56
ARE,United Arab Emirates,1149,1255,1361,1467,1573,1679,1749.599976,1820.199951,1890.800049,1961.400024,2032,2032,2032,2032,2032,2032,2032,2032
GBR,United Kingdom,8.22,8.694000244,9.168000221,9.642000198,10.11600018,10.59,10.23600006,9.881999969,9.527999878,9.173999786,8.82,8.82,8.82,8.82,8.82,8.82,8.82,8.82
USA,United States,15.23,15.26599979,15.30200005,15.33799934,15.3739996,15.41,15.44199944,15.47399998,15.50599957,15.53800011,15.57,15.57,15.57,15.57,15.57,15.57,15.57,15.57
URY,Uruguay,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63
UZB,Uzbekistan,115.2,115.8199997,116.4400024,117.0599976,117.6800003,118.3,118.3,118.3,118.3,118.3,118.3,118.3,118.3,118.3,118.3,118.3,118.3,118.3
VUT,Vanuatu,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
VEN,"Venezuela, Bolivarian Republic of",0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73
VNM,Viet Nam,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28
YEM,Yemen,161.4,161.4,161.4,161.4,161.4,161.4,162.8399963,164.2799988,165.7200012,167.1600037,168.6,168.6,168.6,168.6,168.6,168.6,168.6,168.6
ZMB,Zambia,1.62,1.626000047,1.631999969,1.638000011,1.643999934,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65
ZWE,Zimbabwe,21.02,21.02,21.02,21.02,21.02,21.02,21.02,21.02,21.02,21.02,21.02,21.02,21.02,21.02,21.02,21.02,21.02,21.02
