ISO3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,
SLB,Solomon Islands,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.410000086,1.45,1.600749969,1.75150001,1.902250051,2.053,2.053,2.053,2.053
SOM,Somalia,0.19,0.19,0.19,0.181555554,0.173111111,0.164666668,0.156222224,0.147777781,0.139333338,0.130888894,0.122444443,0.114,0.114,0.114,0.114,0.114,0.114,0.114
ZAF,South Africa,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08
ESP,Spain,7.58,7.58,7.58,7.58,7.58,7.58,7.58,7.58,7.58,7.58,7.58,7.58,6.962500095,6.345000267,5.727499962,5.11,5.11,5.11
LKA,Sri Lanka,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.796666622,1.863333344,1.93,1.929999948,1.929999948,1.93,1.93,1.93
SDN,Sudan,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.870000005,0.84,0.839999974,0.84,0.84,0.84
SUR,Suriname,1.62,1.62,1.62,1.62,1.62,1.62,2.684249878,3.74849987,4.812749863,5.877,5.877,5.877,5.877,5.877,5.877,5.877,5.877,5.877
SWZ,Swaziland,3.204,3.204,3.204,3.204,3.204,3.204,3.204,3.204,3.204,3.204,2.883599997,2.563199997,2.242799997,1.922399998,1.602,1.602,1.602,1.602
SWE,Sweden,10.94,10.94,10.94,10.94,10.94,10.94,10.94,10.94,11.09749985,11.25499916,11.41249943,11.57,11.71549988,11.861,11.86100006,11.861,11.861,11.861
CHE,Switzerland,11.03,11.03,11.03,11.03,11.03,11.03,11.64624977,12.26249981,12.87874985,13.49499989,14.11124992,14.72749996,15.34375,15.96,16.72249985,17.485,17.485,17.485
SYR,Syrian Arab Republic,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.629999995,1.86,1.860000014,1.86,1.86,1.86
TJK,Tajikistan,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.097750187,5.165500164,5.233250141,5.301,4.476,4.476
TZA,"Tanzania, United Republic of",0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.338,0.305999994,0.273999989,0.242,0.241999999,0.241999999,0.241999999,0.242,0.242,0.242
THA,Thailand,2.83,2.83,2.83,2.83,2.83,2.83,2.095999956,1.362,1.443000078,1.524,1.524,1.524,1.524,1.524,1.524,1.524,1.524,1.524
TLS,TimorLeste,2.189,2.189,2.189,2.189,2.189,2.189,2.189,2.189,2.189,2.189,2.189,2.189,2.189,2.189,2.189,2.189,2.189,2.189
TGO,Togo,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.361000001,0.331999987,0.302999973,0.274,0.273999989,0.274,0.274,0.274
TON,Tonga,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.305999994,3.212000132,3.118000031,3.024000168,2.93,3.247666597,3.565333366,3.883,3.883,3.883
TTO,Trinidad and Tobago,2.87,2.87,2.87,2.939199924,3.008399963,3.077600002,3.146800041,3.21600008,3.285199881,3.35439992,3.423599958,3.492799997,3.562,3.562000036,3.562000036,3.562,3.562,3.562
TUN,Tunisia,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.951999903,3.03399992,3.115999937,3.197999954,3.28,3.28,3.28,3.28
TUR,Turkey,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.410000086,1.89,1.264999986,0.64,2.402,2.402
TKM,Turkmenistan,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.52,4.487999916,4.455999851,4.424,4.424,4.424
TUV,Tuvalu,4.546,4.546,4.546,4.546,4.546,4.546,4.546,4.546,4.546,4.80039978,5.054800034,5.30919981,5.563599586,5.818,5.81799984,5.818,5.818,5.818
UGA,Uganda,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,1.306,1.305999994,1.305999994,1.305999994,1.305999994,1.306,1.306,1.306
UKR,Ukraine,8.45,8.45,8.45,8.45,8.45,8.45,8.45,8.45,8.45,8.45,8.45,8.45,8.485750198,8.521499634,8.557250023,8.593,6.406,6.406
ARE,United Arab Emirates,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,4.043999672,4.568,4.408666611,4.249333382,4.09,4.090000153,4.090000153,4.09,4.09,4.09
GBR,United Kingdom,12.75,12.75,12.75,10.72966671,8.70933342,6.68900013,4.66866684,2.648333549,0.628,1.985857248,3.343714476,4.701571465,6.059429169,7.417285919,8.775143623,10.133,9.472,9.472
USA,United States,9.37,9.37,9.37,9.37,9.37,9.37,9.458999634,9.547999382,9.637000084,9.725999832,9.815,9.81499958,9.81499958,9.81499958,9.81499958,9.815,9.815,9.815
URY,Uruguay,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.633000016,2.415999889,3.198999882,3.981999874,4.764999866,5.548,5.547999859,5.548,5.548,5.548
UZB,Uzbekistan,10.91,10.91,10.91,10.91,10.91,10.91,10.91,10.91,10.91,10.91,10.91,10.86000061,10.81,10.7680006,10.72599983,10.684,10.684,10.684
VUT,Vanuatu,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66899991,1.677999973,1.687000036,1.696,1.69599998,1.696,1.696,1.696
VEN,"Venezuela, Bolivarian Republic of",1.131,1.131,1.131,1.131,1.131,1.131,1.131,1.131,1.131,1.131,1.131,1.131,1.131,1.131,1.131,1.131,1.131,1.131
VNM,Viet Nam,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.716499984,0.663,0.748749971,0.834500015,0.920250058,1.006,1.006000042,1.006,1.006,1.006
YEM,Yemen,0.407,0.407,0.407,0.407,0.407,0.407,0.407,0.407,0.407,0.407,0.451999992,0.497000009,0.541999996,0.587000012,0.631999969,0.677,0.677,0.677
ZMB,Zambia,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,1.35800004,0.706,0.725499988,0.745000005,0.764499962,0.784,0.784,0.784
ZWE,Zimbabwe,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.438199997,1.39139998,1.344600081,1.297800064,1.251,1.251,1.251,1.251
