ISO3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
GNB,GuineaBissau,0.269040389,0.269040389,0.270773697,0.272507009,0.31051333,0.34851965,0.349223053,0.34992646,0.273504035,0.329648885,0.425264745,0.364747009,0.346160069,0.345529364,0.340265402,0.324851118,0.306457985,0.306457985
GUY,Guyana,0.552840218,0.552840218,0.566744506,0.580648789,0.592024153,0.60339951,0.613816404,0.624233288,0.614704152,0.52900434,0.463470882,0.517308513,0.519259303,0.520805515,0.518319763,0.512224908,0.504195591,0.504195591
HTI,Haiti,0.332956528,0.332956528,0.340449798,0.347943067,0.337132478,0.326321904,0.281455469,0.236589062,0.242919637,0.226060451,0.250386496,0.351144238,0.371801804,0.375482921,0.370277288,0.360575958,0.35445848,0.35445848
HND,Honduras,0.430694701,0.430694701,0.454827785,0.478960872,0.471273422,0.463585969,0.461581832,0.45957769,0.465540507,0.436737261,0.437475309,0.466393497,0.454093614,0.43109993,0.391914226,0.399769496,0.396419129,0.396419129
HUN,Hungary,0.70119177,0.70119177,0.708271956,0.715352142,0.723503876,0.731655604,0.731317234,0.730978867,0.726937746,0.7280751,0.731412021,0.707095705,0.710967056,0.695240026,0.682998184,0.681884094,0.669767254,0.669767254
ISL,Iceland,0.799756743,0.799756743,0.7975492,0.795341686,0.802863932,0.810386214,0.80491488,0.79944355,0.809833291,0.828232199,0.8184005,0.796471541,0.79177755,0.79192848,0.787665905,0.794767788,0.791728116,0.791728116
IND,India,0.580182303,0.580182303,0.566834021,0.55348574,0.55197953,0.550473327,0.560556602,0.570639883,0.578213404,0.576206631,0.578188325,0.584759669,0.587153706,0.589307344,0.589356361,0.584953118,0.581028833,0.581028833
IDN,Indonesia,0.338347002,0.338347002,0.315102494,0.29185798,0.351468205,0.411078432,0.416382742,0.421687049,0.423525994,0.441694155,0.468106924,0.469808305,0.482689353,0.484278667,0.489819403,0.482365411,0.48350061,0.48350061
IRN,"Iran, Islamic Republic of",0.324468323,0.324468323,0.326210308,0.32795228,0.321067405,0.314182521,0.295884609,0.277586709,0.235379837,0.253691644,0.240727307,0.203917832,0.193996537,0.193172885,0.193502552,0.188778805,0.190170804,0.190170804
IRQ,Iraq,0.108202743,0.108202743,0.111492395,0.114782043,0.10793457,0.101087091,0.096345091,0.091603105,0.207206699,0.16476832,0.219438857,0.220328423,0.253175757,0.259789244,0.280371264,0.288719976,0.273908183,0.273908183
IRL,Ireland,0.780131682,0.780131682,0.77709589,0.77406014,0.780861664,0.787663198,0.769809198,0.751955208,0.744767113,0.798394757,0.822889604,0.781159812,0.781336449,0.78758474,0.770922835,0.765414984,0.764881821,0.764881821
